,negReviews,posReview,review_date,review_rating
33,"The inadequate training will make you feel extremely bombarded, stressed consistently and will make you feel absolutely stupid once you hit the floor. They give you 10 weeks of training, but tell you it will take approximately 18-24 months before you'll feel comfortable in your role. Clients on the phone expect you to understand your software, and understand the round abouts of payroll. Consistently asking for help to answer questions clients have, while placing them on 2-3 minute holds 3 to 4 times per call. Client retention is difficult because 5 star client service is difficult whenever 90% of your colleagues are new and don't understand the product. While I did my best, my mental health took a toll and I found myself on medication attempting to stay afloat. 45+ hour work weeks in the winter time, and don't expect to ever be off work when your scheduled, a client will keep you on the phone well after. Work life balance was a struggle as well.","Great people, beautiful building and location, company events to keep people engaged."," Sep 19, 2018",2.0
34,"Make sure your particular office has solid management in place. As a recent college grad, it is important that you have leaders that know how to help and are effective in their methods. Otherwise, you will feel lost.","ADP is a great introduction to ground-level outside sales. You see all aspects of the sales process, from lead generation, to presentation, to negotiating and closing. For the most part you make your own schedule and determine your own success."," Sep 4, 2018",4.0
35,Nothing outside of what you would typically see from a large company,Great place to start your sales career and get promoted to higher level positions. Training is fantastic," Sep 4, 2018",4.0
36,Directives change each year as a result of reorganization efforts to stake a claim in the HCM landscape and move away from being known as a 'payroll' company. As a result; a large number of tenured associates have been laid off over the last 2 years resulting in a major loss of intellectual capital due largely in part to the shift in the perception of home shored associates' level of engagement.,"Great team environment, everyone is willing to knowledge share and assist each other across teams."," Sep 13, 2018",3.0
37,This company goes through a lot of lay offs. I was laid off and I took the severance package. 5 months later I applied for a contract job with ADP an was told that I was not rehire eligible. Also this company will lateral move you to death in order to save a penny.,Flexible work environment and work from home days," Sep 10, 2018",2.0
38,unless you drink the ADP kool-aid it is difficult to advance; strong performance is not enough,There is flexible work schedule," Sep 16, 2018",3.0
39,Alot of change. Not a lot of policies in place to keep things streamlined,Good company to work for. Does try to improve standards.," Sep 1, 2018",4.0
40,Nothing to I can come up with right now,Great company to work for if you like fexlibilty," Aug 31, 2018",4.0
41,"Work life balance is hard to obtain, management (executive team) horrible",Salary was just ok although not very competitive at times," Sep 10, 2018",3.0
42,Job security is a huge issue. Large number of layoffs as a result of organizational restructure. Many unhappy people.,Great pay and flexibility with job responsibilities. Lots of training resources.," Sep 12, 2018",3.0
43,It’s not an easy job and not for everyone but when it’s the right fit it’s great,Flexible working environment with work life balance," Aug 29, 2018",5.0
44,"Like with any large corporation, suggestions and ideas tend to get lost in the chain of command.",Company truly does care about their employees. Excellent benefits and excellent work /life balance.," Aug 30, 2018",4.0
45,"You will work 40+ hours to stay afloat, no matter how efficient you are.Depending on your role - client facing roles can be stressful not to your lack of ability but to technology and internal dysfunction.Not much career development based on merit and actual ability a lot is based on who ""likes"" you in high places. Promotions are not based on ability or promise.Company changes direction slowly but swift - some employees make it, some don't.",Total compensation package is goodSome flexibility in hours and positionWork is whatever you make of itautonomy," Sep 12, 2018",3.0
46,"annual downsizing, used to be able to work remotely but that is being phased out","can learn a lot about all phases of HCM, collaboration among team members and other business units"," Sep 13, 2018",3.0
47,"Favoritism, Shareholder are #1, but employees are a dime a dozen, cliquish high-school like managers, blatant actions to get rid of older employees with experience and bring in entry level at low wages, GREED!","There use to be many, but having a hard time coming up with even one now. It's still a very stable company with solid finances, but the stability at employee level is not there."," Sep 4, 2018",2.0
48,Closing of smaller offices and moving to strategic locations caused many of us to lose our jobs. Long hours during end of year busy time.,"Great People, great benefits, 401k match, generous vacation (5 days in first year, 2 weeks vacation plus 5 personal days) I would go 3.5 stars overall if this system let me."," Sep 8, 2018",3.0
49,poorly managedno work-life balanceManagement have unrealistic expectationsPoor training,company name affiliationthe ability to pay my bills," Sep 10, 2018",2.0
50,"high stress environment, get contacted frequently while out on PTO",great benefits and great people," Sep 12, 2018",3.0
51,They are in transition and management is not suitable to make the changes requested by upper management in a smooth manner.,They hire great people and the company environment on a holistic view is great.," Sep 10, 2018",2.0
52,Lack of consistent strategy and leadership,President's Club incentive trips are great.," Sep 11, 2018",3.0
53,"Complex, extremely fast paced, lots of change","Flexibility, Exposure to many parts of the business"," Aug 26, 2018",5.0
54,Work overload. Hard to keep quality of work high when the quantity is is nearly unmanageable.,Great team and management. Stocks are awesome. 401k 6% company match.," Aug 26, 2018",5.0
55,Limited career path in some of the depts.,Room to go. Work life balance.," Aug 27, 2018",5.0
56,"Upper management made some bad decisions, and lost their top client, which made them shut down.","Strong employee support, and worked well to show they cared about employees"," Aug 27, 2018",5.0
57,"Like any other company, the group you work with makes a big difference. In spite of the many great things growth rate and stepping up on the ladder is comparatively, slow.",ADP is a great company to work with. It is an IT company which is trying to provide services to other businesses. Many projects utilizing the latest technologies. Competitive market average salaries.," Aug 26, 2018",4.0
58,"Underpaid, doesn't feel like a grown up job. Doing the work of lower level status.","I like my team, the culture in our office is fun and collaborative. The work/life balance is great because I have flexible hours. I am given a bunch of autonomy."," Sep 10, 2018",3.0
59,was laid off due to cut backs,Great pay staff was great," Aug 22, 2018",4.0
60,Teams are very fluid; hard to know where you stand with higher-ups: I had 10 different managers over 11 years.,Culture encourages fun and social engagement between associates. Client experience is regarded with a significant premium above other potential considerations.," Aug 22, 2018",4.0
61,Nothing at all. Keep up the great work.,The positive energy this company brings. ADP cares about their employees. Their are lots of growth opportunities.," Aug 25, 2018",5.0
62,None at this time for now,Competitive benefits and good working environment," Aug 24, 2018",4.0
63,Not many cons - a lot of figure it out yourself/no hand holding situations.,Great benefits!Great workplace environment and team culture," Aug 22, 2018",5.0
64,Pay at ADP is below average,People are the best at ADP," Aug 22, 2018",5.0
65,- time off- high turnover- limited opportunities to be promoted,- work flexibility- employee benefits," Aug 21, 2018",4.0
66,Going through a lot of changes right now,Company is very stable and has great staff," Aug 22, 2018",4.0
67,"May seem impersonal sometimes, but company is large.","Great Pay & Benefits, Long history, Company recognizes need to adapt to change"," Aug 22, 2018",4.0
68,no structure in place for sales team,Great culture and great people to work with," Sep 4, 2018",3.0
69,Various business units can seem silo'd at times but senior leadership is aware and addressing it.,"Excellent benefits, pay for performance, great culture and excellent career opportunities"," Aug 20, 2018",5.0
70,"Not too many cons, sometimes can be micromanaged for dials but not bad at all","Great culture, great benefits, awesome company really treats employees well."," Aug 21, 2018",5.0
71,SBS is definitely a grind,"Fast paced, every day is differentIf you follow the guidelines corporate lays out for you, you will be successful and make moneyIncentive tripsCulture - SBS is full of young, fun, outgoing people"," Aug 21, 2018",5.0
72,"Corporate America, too many internal ladder climbing levels",Lots of flexibility and opportunities.," Aug 20, 2018",4.0
73,way way too much OT,They offer benefits and 401K," Sep 2, 2018",2.0
74,Requirement to relocate for a lot of upward mobility positions and policy of capping promotion increases to salary which can create salary disparity. Salary itself is low compared to market.,"Excellent frige benefits like flexibility and ability to work from home, good pto and core benefits as well as parental leave and other cool benefits."," Aug 20, 2018",4.0
75,Lack communications between employees and upper management.,Good place for hard workers.," Sep 1, 2018",3.0
76,None that I have encountered,Decent pay and benefits," Sep 2, 2018",3.0
77,"Quotas can be stressful at times and you definitely feel the pressure from management at the end of each fiscal month. However, this is the nature of sales so you just got to get over that right away and learn when to leave the stresses of work at the office.","Good work life balance, fair pay, great culture! I love the friends I’ve made here and am actually excited to go to work with them."," Aug 17, 2018",5.0
78,"As with any large organization, communication across some business units can feel silo'd.",ADP continues to innovate to stay 2-3 steps ahead of the competition. ADP sets the industry standard with the sales messaging and what gets company's to evaluate ADP and HR solutions. The company has done a great job at arming their sales force and leadership with all the tools and resources needed to most efficiently in the field. There is a heavy emphasis on leadership development within the organization which makes for high performing teams.," Aug 17, 2018",5.0
79,"As of now, no complaints...",Excellent Leadership and great tools to assist you to be successful in your career. Benefits are comprehensive as well," Aug 17, 2018",5.0
80,Any cons are insignificant. Nothing noteworthy.,"Great people to work with. A company that cares for the greater community. Big on charitable giving and matching employees charitable contributions. Steady at the helm Senior leadership. Throughout my career, pay was commensurate with my experience."," Aug 17, 2018",5.0
81,"Senior leadership is not transparent, you are labeled (branding)I started off thinking this would be a great place to work but that quickly changed. There is no training in ANY departments but you are expected to learn your role and be successful. If not, you will be fired with no regret. All the other locations were closed and everything came to Norfolk but training sucks. You spend your day trying to find answers. Managers are not given the help they need to help their teams so they too are stressed and confused. The roles changes and more responsibilities were placed on employees and we were told to just accept it. I had to work at home EVERY day after work to try to catchup so there is no worklife balance. ADP asks new people to take these surveys when they first start, when its 'happy times' but once we go through the useless training, we see the real picture. I use to recommend people to ADP but I would not recommend anyone going to ADP because everyone keeps leaving so everyone continues to be new so who are the resources? I was warned from a friend in another state that the company was chaotic. I should have listened. My friend still there has been there for 6 months and is leaving soon. All my friends that left said it was the vest decision and I agree. If you really want to know about the company, don't read the reviews, ask an employee.","Nice facility, benefits, Waterside district"," Aug 25, 2018",2.0
82,"Currently going through a location strategy change, so primarily hiring in a small number of locations - and the virtual roles are being significantly being reduced.","Innovative, awesome training, many career opportunities, diversity"," Aug 16, 2018",5.0
83,nothing negative to provide here.,Great company great culture and a lot of room for advancement," Aug 16, 2018",5.0
84,Not any I can think of.,Great people and great culture!," Aug 16, 2018",5.0
85,"None at this time, just the usual big company slowness sometimes.",They have a great working environment that focuses on long term goals. The leadership is always available and willing to work with you any time.," Aug 16, 2018",5.0
86,Technology complexities some times get in the way.,High levels of collaboration and sharing of knowledge," Aug 16, 2018",5.0
87,"too many layoffs, no employee morale as a result.Not too much growth",flexible work from home schedule. Able to work as long as you get the job done," Aug 27, 2018",3.0
88,"extremely high stress and not enough staff to complete work, thus having to work excessively long hours. company phasing out home-shored employees. limits talent pool geographically","Lots of awesome people to work with, competitive salary, good benefits"," Aug 30, 2018",3.0
89,Nothing! Great company to work for.,Great work life balance. So much growth opportunity. Incentive programs and highlights for top performers.," Aug 14, 2018",5.0
90,"bad management, Loads of politics",nice team and great environment," Aug 14, 2018",5.0
91,"Simply put, employees are not a valuable asset at ADP. Tenured employees are being forced into early retirement, and the rest of the company is constantly under threat of sweeping layoffs. Do not expect good work/life balance at ADP. Our team works well past midnight regularly. The in-house nursing practitioner mentioned that she had never seen such massive amounts of stress induced anxiety and depression in her career. So take that for what you will.","Great facilities (gym, cafeteria, starbucks, doctors office, etc). The ability to work from home in some instances."," Aug 24, 2018",2.0
92,You’re expected to be in the office 3+ times a week for 7 AM meetings. And in order to be successful you’re expected to go home after 5 PM and continue working from home.,"Fun culture. Opportunity for advancement, you just have to work extremely hard for it."," Aug 13, 2018",4.0
93,Too many people calling on the same clients makes it challenging. The sales reps tend to be vultures and will do not so moral things to get the sale.,Great company and culture. Great sales training and leadership with lots of opportunity to grow. Incentive trips to cool destinations and great opportunity to make money," Aug 14, 2018",4.0
94,Can be slow to adaptStruggling under the weight of legacy technology systems,Good work/life balanceRespectful of family and personal timeStable over the long-term," Aug 14, 2018",4.0
95,"Micromanagement is a huge part of the job. Management tells you what you need to do but doesn't help you create an attainable gameplan and goals to get you there. I also had numerous COI's who preferred not to have visits from management due to strained partnerships and lack of respect for their clients. High, high turnover.",Great training program and wonderful strategic partnerships. They also provide you with all tools you need to succeed along with great benefits and a 401-K.," Aug 28, 2018",3.0
96,Flexibility can be your worse enemy if not done properly,Flexibility is awesome and is the best," Aug 13, 2018",5.0
97,"More just the reality of a company undergoing transformation. Lots of change. If you like status quo, don't join.",They care! Lots of opportunity to get noticed.," Aug 13, 2018",5.0
98,"Not much room for growth, outsourcing to other countries/closing offices in US.","PTO and the family feel of a small company, although large."," Aug 13, 2018",5.0
99,"pay, salary increase, bonus structure, minimal school repayment","culture , people that work here, internal networking events"," Aug 27, 2018",3.0
