,negReviews,posReview,review_date,review_rating
10,One con is that you are not encouraged to work overtime.,Awesome Perks! In addition you actually get to work on real projects unlike many internships similar to it.," Sep 15, 2018",5.0
11,- Bad food- Traffic is terrible,- High salary- Free barista- Smart people," Sep 15, 2018",5.0
12,"Google is still a big company, so personal/career growth can be slow. Find the right people internally to act as your champions and you'll be fine.",It's Google. The benefits are great. The people you work with every day are incredibly smart. The environment can be an addicting place to work in.," Sep 4, 2018",5.0
13,Performance review and promotion process has a lot of room for improvement across Google,"Great team, high level work output, very principled"," Sep 13, 2018",5.0
14,- Crowded workspace- Very long dining hall line,- Quality team members- A lot of different projects to work on- High automony," Sep 13, 2018",5.0
15,there is currently no cons at google,everything is good at google," Sep 14, 2018",5.0
16,High living cost of the area,"Great culture, pays well, balanced."," Sep 9, 2018",5.0
17,It is a performance culture so be prepared to work hard and smart.,"I was at Google for over 10+ years and can’t say enough about what a great company it was to work for. They have outstanding benefits, pay, culture and opportunities for growth. While there, I felt the company lived by their motto, “Don’t Be Evil” and later “Do the Right Thing.” It wasn’t a marketing tactic, it was how they conducted business. Companies continue to try and model their best practices."," Sep 11, 2018",5.0
18,None! What a great place to work!,Great food and perks!," Sep 11, 2018",5.0
19,No real complaints. I wish I could've stayed.,Very transparent company despite its size. Managers and colleagues help with your personal and career growth.," Sep 9, 2018",5.0
20,Extremely hardworking team and requires lot of time commitment,Great company to work with," Sep 9, 2018",5.0
21,There are no negative aspects to work in Google,Because it is a wonderful global company," Aug 30, 2018",5.0
22,There is no cons for Google,This is dream company to go there," Sep 9, 2018",5.0
23,Best company I've ever worked for,"Great culture, amazing career opportunities, super interesting projects"," Aug 31, 2018",5.0
24,Google is now a big company.,"Great team culture, love the place."," Sep 6, 2018",5.0
25,Fast paced and highly demanding,Great opportunities for personal growth," Sep 6, 2018",5.0
26,Google becomes too big to get many career oppotunities.,"Great work environment, can work with many talented engineers."," Sep 6, 2018",5.0
27,Too many cultural disputes takes away from shared objectives.,People are excellent and most have good intentions. Company has ambitious objectives and has grown remarkably. High quality senior leadership.," Sep 4, 2018",5.0
28,California just wasn't for me.,Perks perks perks perks perks.," Sep 4, 2018",5.0
29,Hard to grow outside Mountain View,"Smart, collaborative peopleGood salary and benefitsWelcoming culture"," Sep 17, 2018",4.0
30,Developers get too theoretical so we end up not delivering anything,"Massages, Perks, Food, cutting edge tech"," Sep 18, 2018",4.0
31,Trying something new with google and sunder pichai,My dream in one time work in google and you gave me chance am try to best for google," Sep 1, 2018",5.0
32,"Large corporation, very different businesses, original Google culture getting lost.",Diverse culture and set of opportunities.," Aug 28, 2018",5.0
33,"Bay area housing -- the relocation bonus is not enough to cover all of the living costs. Need to find the right team on a topic that you love, otherwise it could be quite boring (and lonely?)",A great program to start your CS career and highly recommend any college freshman and sophomore to apply.," Aug 31, 2018",5.0
34,Corporate hierarchy. Slow-moving HR. Growth boundaries that disregard exceptional performance/motivation.,Tons of opportunity. Great people. Excellent perks. Fast-paced and autonomous.," Aug 29, 2018",5.0
35,"Hardwork, continue work, I accept any challenge","New technology are show in here and ,career apportunity is succeed in google"," Aug 29, 2018",5.0
36,"The organizations grow very fast, lots of unnecessary mid-management, who waist peoples presios time , just to justify their salaries.","Great attention to employee needs and happyness. Work with best and the brightest. Very positive attitude at work, openness and all voices count when it comes to company prosperity."," Aug 30, 2018",5.0
37,you get so spoiled by all the goodies and perks :(,Great place to work! lots of brilliant people and free food," Aug 30, 2018",5.0
38,Working with execs requires long demanding hours (to be expected).,"Great culture, offices, benefits, people."," Aug 25, 2018",5.0
39,Some stress but will reomove it,Love Marketing so much an have willing," Aug 28, 2018",5.0
40,"Hardcore mentality, long hours, competitive culture","Great people, interesting work, great office space"," Sep 11, 2018",4.0
41,"Work Life balance, you may work on things never done before so they will be challenging, too many genius people who think they are always right and can be jerks.","Perks, intellectual atmosphere, salary, google brand."," Sep 7, 2018",4.0
42,I have not find any issues,it is a good place to work," Aug 26, 2018",5.0
43,Nothing. You can proudly say you work in GOOGLE,You get to work for GOOGLE. That's a lot to tell," Aug 27, 2018",5.0
44,"Large organization, culture within different teams vary","Interesting work, great company to work for"," Sep 10, 2018",4.0
45,"Very large company, hard to make large impact.Lot of work duplication.",Filled with extremely smart and talented people.Several projects are ambitious and try to solve the bigger picture.Tons of perks.Inclusive environment.Freedom to choose what one wants to work on.Variety of things available to work on.," Sep 7, 2018",4.0
46,Food is too good and impact productivity,They offer great free food.," Aug 26, 2018",5.0
47,Siloed environment at times,"Compensation, benefits, and autonomy"," Aug 26, 2018",5.0
48,Im looking in hard wark with smart,excellent and benificial for evry employee," Aug 22, 2018",5.0
49,Heavy focus on making products easy to use results in limited help available for clients who prefer a more hands on customer engagement.,The people. The perks. The overall atmosphere upbeat and forward-thinking.," Aug 22, 2018",5.0
50,Not all the people get to work on the best projects,The place on the planet to work," Aug 24, 2018",5.0
51,"I guess some of the typical big company stuff, like it sometimes taking longer for a project to complete.",A consequence of the crazy hiring bar is that everyone you work with is very smart and you can rely on your teammates to get things done.," Aug 19, 2018",5.0
52,Big companies have a larger overhead of process than small ones.,"Excellent people, interesting work, free meals, amazing benefits."," Aug 22, 2018",5.0
53,"The company culture is like a millennial personified--by lunch on the first day I was already annoyed by the exceedingly in-your-face liberal political culture. Evals and promotions are based on the importance of your project and your ability to kiss up to peers. Lunches are mediocre at MTV and everyone there's a long wait during typical lunch hours. The hiring process results in a more consistent level of hires, but despite their claims the average hire at a 65K or 80K+ populous company are at best Bs rather than As. Nobody cares to do actual work, and the open floorplans means you'll have to tune out personal non-work-related chatter all day.",Cost or budget is never a concern.," Sep 1, 2018",2.0
54,Perf takes a long time and promotions are hard.,Super smart co-workers.Good work life balance.," Aug 22, 2018",5.0
55,no cons as such for this company,Everything is great and I liked it very much," Aug 22, 2018",5.0
56,Could be hard to advance in the company.,"In addition to the amazing perks, Google was a really great environment to learn - there are tons of really smart people you can learn from."," Aug 21, 2018",5.0
57,Sometimes your co-workers are a bit anxious because they are behind computers all day but that is it.,"Food, training, people, location, experience."," Aug 16, 2018",5.0
58,"Google only use its own tools, as a new-grad student, I do feel some pressure learning so many tools at the same time.","Smart & hardworking teammates, perfect work-life balance and great benefits"," Aug 19, 2018",5.0
59,No real downsides in my opinion.,I don't know what to say...probably everything.," Aug 16, 2018",5.0
60,No real downsides in my opinion.,I don't know what to say...probably everything.," Aug 16, 2018",5.0
61,can be very time demanding,sense of communityopportunity for career progression," Aug 19, 2018",5.0
62,Red tape/complexities of a large company with a large amount of stakeholders,"Working with brilliant people, being a part of an org that's in hypergrowth"," Aug 19, 2018",5.0
63,Potential to drink the koolaid and loose sight of some realities,Amazing perks atmosphere and chances to grow," Sep 1, 2018",4.0
64,boring projects but it's fine,good culture but it's good," Aug 30, 2018",3.0
65,Housing is not provided for you,"Pay, work life balance, team placement, relevant to the field you’re working in even if you’re just a freshman/sophomore"," Aug 15, 2018",5.0
66,Lots of consensus building.,The perks. Working with smart people.," Aug 29, 2018",4.0
67,"Company is changing their values, becoming big corporate America, which is exactly what I didn't want.","Great people, decent culture, good pay."," Aug 14, 2018",5.0
68,The location of their office isn’t my favorite,Good work environment for all people," Aug 15, 2018",5.0
69,living cost is too high in bay area,"Friendly environment, great benefit, great career opportunity"," Aug 14, 2018",5.0
70,Large corporation with hard upward mobility,"Competitive perks and pay, great work life balance"," Aug 28, 2018",4.0
71,"- Onboarding is a very steep learning curve due to all the jargon, internal tools, internal software tools/languages, and new processes to learn- All the home-grown stuff makes it hard to keep up with what the rest of the world is doing- Bottom-up culture promotes innovation but lack of enforced decision-making can make things messy internally (e.g. why Google has so many chat apps)- Engineers are the heart of the company and as such can be highly entitled- Typical tech industry struggles with building a diverse workforce- Everything you need is provided for so it's easy to spend your entire life at work- Painful promo process, hard to switch career ladders internally- Just slightly cultish :)","- Outstanding benefits, competitive compensation- Big focus on employee well-being and happiness- Great internal culture- Fantastic food, and 3 meals a day offered in major offices- Beautifully designed and fun offices- A huge amount of trust is placed in employees- Extremely transparent company- Managers aren't overbearing on things like work hours—a lot of autonomy- People are candid and direct at all levels without being rude- Challenging and interesting work- Tons of resources available to grow and learn new things- Google has a ton of money and is able to throw lavish events for employees- Google does actively try to be a good citizen in the world- Upper management takes employee concerns to heart and actively tries to address them- Working at Google = people throwing themselves at you to offer you a job"," Jun 30, 2018",5.0
72,Becoming extremely bureaucratic. Can be comparatively slow to grow.,"Amazing perks: Food, massages, you name it."," Aug 28, 2018",3.0
73,Bureaucracy can be limiting to creatitivy,Great benefits in the office," Aug 13, 2018",5.0
74,Performance review process is very lengthy and in depth.,Very wide range of opportunities to work in.," Aug 13, 2018",5.0
75,"1. contractors are treated with second class status, you feel bad for them, for example, I could WFH whenever I had an appt, for a contractor, you lose 1/2 day pay for such. granted this also very dependent on the manager too. my first manager was strict with the contractors and by the book, my second one was very much 'I don't care where you work from so long as you get it done'2. this is a company with billions of dollars that simply doesn't care to keep all employees insured3. C-Level executives are pretty indifferent to the 'little guy'4. be more diverse5. not much opportunity for advancement unless someone leaves6. work life balance is a tough achievement if at all, I worked a lot of odd hours7. unconscious bias is a real problem within the thinking of hiring managers8. if you're going to transfer an employee to a different part of the country, maybe give them more than a months notice? I saw co-workers marriage fall apart because their manager simply 'forgot to schedule a meeting sooner'9. it's very political (big little lies in a tech setting)10. communicate feedback more effectively11. be more diverse",1. I had great managers (their managers though.....eh)2. pretty good micro-cultures3. free food4. free transportation (if you're full time)5. free classes (if you're full time)6. lots of pto (if you're full time)7. you work with some of the best and brightest8. the networking post-Google is pretty amazing9. you work with some very proactive people10. lots of social opportunities11. WFH whenever you want (as long as you're full time)," Aug 24, 2018",3.0
76,Nothing that I know of. I like working here,InnovationProblem scaleGreat peopleWork life balance," Aug 12, 2018",5.0
77,The work is very hard.,The food is good a lot.," Aug 7, 2018",5.0
78,"overtime, hardworking and average pay",close to home and steady," Aug 25, 2018",3.0
79,It sometimes feels like it's gotten very big. Lots of great brains behind every problem means it's not straightforward to make your mark.,"Solid engineering practices, respectful colleagues, great benefits, and amazing free food."," Aug 9, 2018",5.0
80,Stressful atmosphere due to high level of competition,Cross talk is excellent industry leading," Aug 24, 2018",3.0
81,Nothing to say against the job,Good company to work and learn," Aug 8, 2018",5.0
82,Work hours. Management. Process. Location. Commute,Benefits. Co Workers. Experience. People. Shuttles," Aug 8, 2018",5.0
83,"Get bored on the business side, too crowded at the top to move up, super bureaucratic about promotions, low impact work, lack of ownership of work due to teams being too big (over hired), real talent is on the eng side","Interesting stuff going on in the company, really high comp, good work/life balance, nice people"," Aug 21, 2018",4.0
84,Not that I know of,You are working with some of the smartest people.Great Perks and PayLove the atmosphere," Aug 6, 2018",5.0
85,Culture makes you want to work harder than you would at other companies.,Smart coworkers good benefits lots of respect," Aug 7, 2018",5.0
86,"Felt pressured to push harder than other, smaller conpanies","Fun, fast paced, good amenities"," Aug 7, 2018",5.0
87,You need to be very careful,Good working environment and facilities are awesome," Aug 18, 2018",4.0
88,Variance in experience depending on which team you'll be joining. Engineering heavy,"Great perks, overall great people to work with. Open culture."," Aug 3, 2018",5.0
89,Politics at upper levels. OKRs are outdated and Machiavellian,"Obvious, offices, perks, most of the people"," Aug 20, 2018",3.0
90,"Income is limited due to nature of how stores are managed (sales associates might make 35K gross minus taxes, benefits, etc. income of about 26K. ) managers paid salary but still sell and always have the best opportunity for walk in customers (store manager make 65K minimum). Great job for someone who just wants to earn a mediocre living, young person with not many responsibilities,",Company provides great benefit package with lots of time off.," Aug 19, 2018",3.0
91,No cons as far as I know,"Vibrant, extremely Inclusive and competitive."," Aug 4, 2018",5.0
92,Why the hell do I need to do this. Oh lord.,Just ignore this guys. Stupid website.," Aug 18, 2018",4.0
