,negReviews,posReview,review_date,review_rating
10,"Not much upward mobility, employees could be treated better.","Great work atmosphere, good culture."," Sep 19, 2018",4.0
11,Expectations can be grey and ever changing. Path to promotion unclear and political. Not paid enough for the scope of work.,Great opportunity to build skills and experience.," Sep 19, 2018",4.0
12,Sometimes builds the wrong things,"Moves fast, interesting problems, commensurate pay"," Sep 19, 2018",4.0
13,training should be at the location u work for,great company helps people get a job not a long process to get a job," Sep 17, 2018",5.0
14,"Nothing yet, just started...will come back if have to","Benefits, wage, break room, time off"," Sep 18, 2018",5.0
15,- on boarding is not great- limited communication across company,- fast passed company- high emphasis on culture- extremely intelligent co-workers- work life balance possible," Sep 18, 2018",5.0
16,"Pay tops out at warehouse normal, long days, stressful peak, forced overtime managers that only care about hitting their numbers","Benefits, sweat, competition, overtime, sometimes fun, 3 days off."," Sep 10, 2018",4.0
17,No work life balance. Promotions hold more bias than from where the company was a few years back.,"Great stock, benefits, and great schedule.Always growing, full of great minds."," Sep 17, 2018",4.0
18,"Schedule is 4 day, 10 hours every day",Amazon provides really good Benefits," Sep 17, 2018",4.0
19,A lot of walking. Breaks should be a little longer.,"Straightforward, 4 hour shifts, 24 hours."," Sep 18, 2018",4.0
20,"Lots of people, constantly change","Good work environment, good people, responsive"," Sep 18, 2018",4.0
21,Not Cut for EveryoneYou must be thick skin to take criticism constructivelyNo Hand holdingLong On-boardingLack of standardized process - Due to super fast deliveryNo Powerpoints,Very RewardingFast and FuriousLots of learningJob SatisfactionStocks :)No Power-points," Sep 17, 2018",5.0
22,Work can be challenging - but that’s also a good thing!,Great work cultureGrowth is encouragedDog friendly officesFun place to workFlexible hours," Sep 17, 2018",5.0
23,The pace can be a grind.,"Super-cool projects, extremely customer focused, tons of great talent."," Sep 17, 2018",5.0
24,"- Some people are too afraid not to meet deadlines, which at times makes you sacrifice quality for delivery.- Depending on which team you're on, culture might be a huge impact on your day to day job.- Some managers remain, even though they drive away great employees from their teams just because they deliver results.- Proper access to upper management is sometimes not available, and causes problems to the people making things happen day to day.- If you don't keep track of your own schedule, you can be working 100 hour weeks without even noticing.","- This is the first time in my career when I'm surrounded with nothing but incredibly smart and focused individuals.- Compensation is well beyond my expectations, and more than suitable.- Exciting projects all across the company that keep you interested and focused.- Ability to reach customers all across the world with unbelievable new technologies.- Ability to focus on the customer without worrying about what the other companies in the same field are doing.- Company not worried about failing, know that you can learn from your mistakes and still come out on top."," Sep 17, 2018",5.0
25,Little benefits comparing to other companies.,Good Package. Good environment. Good team. Good top.," Sep 17, 2018",5.0
26,"- It takes 6 months to adjust to everything- Once your here, you will get some perfunctory training; but if you want more you have to seek it yourself- ""Onboarding"" is confusing and frustrating, so you have to go out of your way to ask where to go and what to do",- The Pay rate- The People- Dogs- Downtown Seattle- SO MANY Company events that are helpful and also fun," Sep 17, 2018",5.0
27,"There is a heavy emphasis on metrics and business writing. If you are not a good writer, it can affect your growth. But there are many resources to get help and learn how to write better. There is even a volunteer group of Amazonians called the ""Doc Ninjas"" who help review documents and make suggestions to improve the writing. Very cool!","There are so many opportunities and they have set up the work environment to help you find the best fit possible. My first team was a good fit, but my next team is an awesome fit for me. You are encouraged to grow professionally and personally. Work/Life balance is a focus. I don't feel the need to work 100+ hours a week. There are those who do so, but they do so voluntarily. I have not received pressure to do so. I love my job!"," Sep 17, 2018",5.0
28,Your work/life balance depends on the team you are in. Some people will work from 9-5 and be able to work from home when needed. Other people will work crazy hours and will have to go to the office everyday no matter what.,"Fast paced, long term driven, customer obsessed. Very smart people."," Sep 17, 2018",5.0
29,Sometimes (depending on team) there was a stress and env pressure,"Always busy and learning, and never bored"," Sep 16, 2018",4.0
30,Favortism. Consistently need to check up on request made via management.,Flexible staff. Fluid workflow.," Sep 17, 2018",4.0
31,Stressful at times and open on all holidays on closed 2 days a year so i am sure it becomes a larger burden on family life the further up you move same as any other job,"Growth as a leader while gaining a lot of skills such as multitasking, situational decision making earning trust among your peers."," Sep 17, 2018",4.0
32,Too many people working at one line,Part time and benefits," Sep 17, 2018",4.0
33,"not sure , maybe work life balance",Good Pay and a lot of challenge work," Sep 17, 2018",4.0
34,If your not good with a fast pace or change and just like status quo or decision by debate or deliberation this is not the place for you.,"The environment. Work Hard, Have Fun, & Make History is more than words, it's a mantra that is upheld every minute of every day."," Sep 12, 2018",5.0
35,Not that many hours,"Good benefits, fast work, easy work"," Sep 15, 2018",4.0
36,Sometimes there is lot of work pressure,Best and brightest people to work with," Sep 14, 2018",5.0
37,"-compensation could be better considering the work but its still ok-fast paced environment that is constantly changing-if you need your hand held this is NOT the position for you-sometimes the systems can go wonky making it a hard day-this is a metrics based position and you have to work hard to keep them up if you want to succeed, and sometimes no matter how hard you try you will fail because its basically up to the customer to grade you.","-Learning new things everyday-Leadership is always there to help, is friendly, encouraging, and wants to see you succeed.-pay is good for a Work From Home position-Amazon sends all the equipment and training needed to effectively carry out your job-fun and lively atmosphere to work in-receives recognition for your work on a constant basis-able to proceed up through the company internally-peers are always available to help when needed.- will work with disabled, and people attending school to succeed- great benefits and bonus's-creatively able to troubleshoot and handle problems that are faced by customer.I love my job at Amazon!!! I was a quality engineer for 22 years and went into early retirement. I got bored and decided to apply. I'm so happy I did! This is one of the most fun and gratifying positions that I ever had."," Sep 8, 2018",5.0
38,Have Limited technical growths opportunities,Very good Business ownership for ic," Sep 14, 2018",4.0
39,"Nothing much, some people work overtime",The best environment to advance in your career.," Sep 15, 2018",4.0
40,Workload. The business is expanding and there are never enough people to get the job done,"I joined AWS 3 months ago. Nothing but good things to say about the company. Coming from 25 years of experience in corporate world (Wallstreet, Retail, Business Consulting) Amazon is the place to be.Customer is always at the forefront of the business. Working backwards works, those concepts stimulate the culture in a unique, very appealing, way."," Sep 13, 2018",5.0
41,Long hours you get sweaty,Good pay and benefits plus 3 days off," Sep 14, 2018",5.0
42,It's hard to get in. We often turn away good people who are left with no clear idea why they didn't make it.,"Great people, challenging projects, fast-paced environment."," Sep 10, 2018",5.0
43,Managers can sometimes be hard to deal with.,If you are a hard worker you can move up the ladder very quickly.," Sep 13, 2018",4.0
44,"Your manager is 90% of what matters at Amazon. I’ve seen more than one person get completely screwed when a re-org gave them a bad manager. I’ve seen people I look up to driven out of the company, when less than a year before they were given the highest possible rating by a different manager. Amazon does have a system that lets people appeal manager decisions, but it’s sort of a coin toss.","My skills, network, career and compensation have never stopped growing at Amazon. I’ve achieved great work-life harmony."," Sep 14, 2018",4.0
45,Need for knowledge/process sharing amongst some teams must improve,Opportunity to move between roles easily," Sep 14, 2018",4.0
46,Non are there at TV his time,"Benefits, salary, bonus, stock, travel"," Sep 12, 2018",5.0
47,There is no growth technically,One of the employees friendly company," Sep 12, 2018",4.0
48,Very political. You must be in the clicks or you will not move on or up.,Unlimited potential for hard work and long hours. Can not beat RSU option.," Sep 13, 2018",4.0
49,Dont really know any,I think it's a great future jobIt's a job that keeps you moving that's what I like," Sep 11, 2018",5.0
50,None. Could improve on promotion,"Good Compensation, alot of other perks"," Sep 11, 2018",5.0
51,Sometimes we feel it as not a team work but as an individual game player,"Job Satisfaction, security, vast exposure to learn"," Sep 12, 2018",5.0
52,Long hours and short lunch,"Benefits are really good, meet nice people"," Sep 12, 2018",5.0
53,10 hour shiftsexpected to hit rates,Vending machines in the break roomsGreat culture with lots of interesting people," Sep 12, 2018",5.0
54,"The hours, for someone who has a daytime job... are terrible. You cant leave until you finish your work no matter what.","The work isn't bad, sorting the packages for all of long island. Getting the trucks together at the end of shift was a little fun."," Sep 12, 2018",4.0
55,too much work for a human,good work in cutting tech," Sep 12, 2018",4.0
56,"None as of now, no cons.",Great company with super flexibility," Sep 10, 2018",5.0
57,Not much cash bonuses yearly,"Good salaries, nice sign on bonus and stock bonus"," Sep 10, 2018",5.0
58,There were none they literally were willing to work with you,Great place to work loved helping the customers and the work environment was wonderful," Sep 10, 2018",5.0
59,Meeting rate. Breaks need to be longer,Stable shift and hours. Over time. Good pay," Sep 11, 2018",5.0
60,"You're expected to do a lot. Do an amazing job, reach for the stars, and always be learning and growing. While there is a support system to help you achieve these things, you have to initiate and drive the process.","I've been really happy at AWS. It's a steep learning curve, but most everyone is excited and willing to help. I've been most pleased with my flexibility. Yes, the job is fast-paced, but the flexibility I have makes it totally worth it."," Sep 4, 2018",5.0
61,Internal tools are a pain - they're really slow.Dev onboarding process for freshers needs a lot of improvement. It takes ages to familiarize yourself with all internal tools - especially if this is your first job.Sometimes there's too much operational/testing workload on someone whose time is perhaps best used for development alone.,The first place I've worked at. Great team; seniors encourage learning and there's plenty of guidance. You're never kept idle because there's so much happening.," Sep 11, 2018",4.0
62,Very difficult to move up,A team work environment that is supportive of associates needs," Sep 11, 2018",4.0
63,Unfair recognization policies.,"A great company for anyone to start work. Starting pay is pretty good. Benefits, sick time and vacation time from day 1."," Sep 11, 2018",4.0
64,You will be working with the best so you will need to perform. I have always been at the top of my game until working here. I actually find it refreshing to be surounded by so many amazingly smart people.,I had heard all the hype about Amazon being a 'burn 'n churn' environment where people only lasted 2 years at most. I was told that Amazon would take every moment of my life and use me up. NOT TRUE! The majority of my teammates have been with Amazon over that 2-year mark. I have found the environment encouraging and everyone has gone out of their way to help me ramp up and do great work.," Aug 31, 2018",5.0
65,Long hours but you’ll get used to it,"Fun, easy, positive energy, surrounded by cool people,"," Sep 9, 2018",5.0
66,The hourly pay could be greatly improvedDepending on your job it can get monotonous quickly,Fantastic ManagementPlenty of time-off optionsGood benefits on day oneExcellent HR departmentsteady workflowClimate controlled warehouseplenty of parking4-10 schedule," Sep 10, 2018",5.0
67,Not for someone who would like to get a steady job,"Highly agile, very smart coworkers, truly customer centric, no nonsense, learn from best"," Sep 10, 2018",5.0
68,"If you are looking to coast or looking for a cushy job, its not for you.","Ever wonder if your work is making an impact to better lives of others? Working for Amazon gives you a chance to change the world for the better. It is a place for innovators and hard working people to get out there and build something. There is no bureaucracy, no red tape, no BS."," Sep 10, 2018",5.0
69,"AWS is not for the faint of heart. With great opportunity comes great effort. One executive likened it to “training to win the Olympics”. At times it can seem like a daunting task, but you just need to push through and learn to focus on what matters the most. There will never be enough time to finish everything. Another challenge is lack of information. When you are building something new you don’t have the luxury of existing data to pull from or predefined processes. Often times you will need to build these yourself. While these two points are strengths and opportunities, at other times they can be challenges. Finally, fast growth and decoupled teams can bring a communication challenge across certain parts of the business (who’s who, who knows what). Learning to overcome this takes some time. Be prepared to work hard to make a difference, and if you do, all these ""Cons"" become strengths / Pros as you'll be a stronger, better person for having done it.","At AWS you get to be a part of real transformative change – the kind that helps companies do things never before possible. As our economy shifts from an industrial age to an information age many companies will struggle to find there place. At AWS, through healthy and consistent principles (e.g. Customer Obsession, Earn Trust, and Dive Deep) the Amazon culture is applied and shared with customers to help them survive and thrive in this digital era. Beyond this, being a part of hard working teams focused primarily on customer outcomes, having a strong and unified culture, and the opportunity to build a better future make AWS a wonderful place to work - Truly a peculiar place."," Sep 10, 2018",5.0
70,The environment is fast paced. Prepare yourself or you will feel overwhelmed.,Amazon allows you to grow your knowledge and leverage your strengths. There are many options in the company to pursue your passions.," Sep 10, 2018",5.0
71,"If you don’t align with the leadership principles and don’t like to work hard, this is not the place for you.","Tenure does not impact your voice in meetings, a good idea is a good idea.Ability to test and fail in a safe environment.Management focuses on developing the individual.Freedom to experiment and discover, it’s up to you.Feedback is everywhere.The leadership principles are referenced in every decision."," Sep 10, 2018",5.0
72,there are no major downsides to Amazon.,You can shape your own career and there are tons of opportunities within Amazon.," Sep 10, 2018",5.0
73,-- Some politics although inevitable in big companies.-- No free meals,"-- Fast growing-- Work with talents-- Learning towards action, easy to get things done"," Sep 10, 2018",5.0
74,"The pace isn't for everyone, and specifically for my team, neither is the travel. Many people hear horror stories during ""peak"" - the busy holiday season - and while I've seldom been unhappy, I have worked 80/90+ hour weeks from time to time during our busy season. Again, this is the exception rather than the rule. My standard week is much more like 50-60 hours.People who are successful at Amazon also need to be flexible and adaptable - ""the only constant is change,"" as I hear often.I can't speak to other groups or the corporate environment.","Amazon is an incredibly-fast moving company. My first week on the job, my boss promised me that no matter what, I would ""never be bored"" and 3.5 years in, that's held true.Working in the team responsible for installing new fulfillment centers (warehouses), I am given high responsibility of budgets of dozens of millions of dollars and high levels of autonomy. I have exposure to network-wide issues and have the opportunity to travel extensively domestically with occasional international assignments.The position has also been a huge learning source, and I feel like I am still learning something new every day."," Sep 10, 2018",5.0
75,None yet check back soon,Pay hours benefits ot holiday pay," Sep 10, 2018",5.0
76,"Most people who work here have high standards, especially of themselves, so people feel a lot of pressure from within. This can lead to people being a bit negative.In a large organization and at the huge scale of Amazon, it is difficult to take a big idea from conception to deployment. It is hard to know who owns what, how to navigate the organization and inject a new idea into an existing budgeted and approved roadmap.","Amazon wants their employees to work on projects where they can use their best strengths.Because Amazon has so many teams working on so many different products, you can find a great fit for your combination of strengths.Most people who work here are bright, hardworking and of good character."," Sep 10, 2018",5.0
77,"Auxiliary employee benefits (gym membership, etc.) and other side perks could be betterOnly two weeks of vacation in the first year",Fantastic opportunity to work with smart people on cutting edge technologiesFast paced and challenging (in a good way) work environmentVery little or no overhead and freedom to innovate," Sep 10, 2018",5.0
78,* High priority or large issues may disturb work life balance for a day or so.* Internal tool experience may not be useful outside amazon.,"* New cloud technologies* Opportunity to experiment and design highly scalable systems.* Depending on location, pets are allowed* Internal training and conferences to grow and explore careers"," Sep 10, 2018",5.0
79,No cons as I know what I signed up for.,I love working here at Amazon. They make you feel like that you are the owner of your workplace. Management listens to ideas and always give you feedback. Love the straight forward approach with everyone.," Sep 10, 2018",5.0
80,Not a lot of hours,Good pay and easy job to do," Sep 10, 2018",4.0
81,Tight deadlines and fast-moving pace.,Have the opportunities to work on some of the most exciting projects and work with smart people as well.," Sep 10, 2018",4.0
82,Work life balance. High associate driven engagement culture sometimes gets in the way of making tough decisions,Lots of growth opportunities. Flexibility to move around the company. Travel. Great place to learn and develop.," Sep 10, 2018",4.0
83,Management keeps pushing pick rates that are unrealistic unless you grab and go,Pick your own schedule. Easy work," Sep 7, 2018",4.0
84,You’ll have to deal with some coworkers who aren’t team players,Set your own scheduleEasy hiring processAbility to move up in companyGreat atmosphere," Sep 4, 2018",5.0
85,There's sometimes just too much pressure for coming up with a short term solution.,The company has best engineers around to learn from.," Sep 9, 2018",4.0
86,- No snacks...- Pay is a little lower than other tech companies.,"- Good experience with colleagues and managers- Good benefits: medical, commuting, etc.- Flexible work hours."," Sep 9, 2018",4.0
87,Too many chiefs for the amount of indians,Plenty of paid time off and vaction," Sep 9, 2018",4.0
88,"The biggest draw back with Amazon is your work week life balance. The hours are long and exhausting which leaves little time or energy outside of the work week. Although the work week is only 4 days, it can at times be a little much.","Amazon has allowed me to move from an entry level warehouse associate to a manager in just over 3yrs. There are lot of opportunities and many kinds of operations within the umbrella of Amazon. I have worked in 3 different networks and have held 5 different positions in only 6 years. If you are motivated and want to make a difference, then this is the place for you."," Aug 29, 2018",5.0
89,It is not for everyone. You find out quickly if you have what it takes to stay.,There is so much exciting work within the company.," Sep 7, 2018",5.0
90,"Inequitable expectations & work pressure, over-reliance on stock price growth, arbitrariness disguised as frugality.","Smart people, strong work ethic, close integration with business partners, casual atmosphere, new things happen every day."," Sep 8, 2018",4.0
91,Long hours poor management etc,Super great benefits great friends," Sep 6, 2018",5.0
92,"Extreme frugality: you need to spend time to get lunch outside the office, the coffee in the office is extremely light, workspace is a bit crowded, the IT equipments are pretty basic. Admittedly this is also why Amazon is so successful in keeping the price low.","- first-class software organization- peculiar leadership principles, and the employees do breathe and live with them. They are really and frequently used in assessing strategies, products, processes, and people.- senior leaders are often right a lot and dive deep- lots of internal transfer opportunities and different career choices- contrary to a lot external articles, there are a lot of care and support from management, HR, and company level. the benefits are decent."," Sep 7, 2018",5.0
93,"They have one question surveys that all of your work if based off from, if everyone answers ""no"" you get wrote up","They have a lot of support, via supervisors or peers or knowledge database"," Sep 3, 2018",5.0
94,"Physically demanding, blackout periods, short lunches","Decent pay, benefits, flexible hours, holiday pay"," Sep 6, 2018",4.0
95,"Huge system, distributed management. Different standards in each team.",You can learn real time experience of handling large system.," Sep 6, 2018",4.0
96,"Older adults, for the most part will not be promoted because management is usually young and they tend to overlook the value of experienced employees.Many tier one associates will be trained on the Kiva floor where they are expected to work in a dangerous environment without the benefit of extra pay. Long distances in these large warehouses means you have to move fast to get to break rooms for 15 minute breaks where most breaks will last you only 7 to 8 minutes.","Good place for young adults to start learning how to work. Good place for older adults to finish their working careers if all they truly need is benefits. Young aggressive adults will be promoted. Benefits are good. Time off is generous. 10 hour 4 day work week is a benefit to most employees. Amazon offers to pay for college and technical training. Coaching for resumes and interviews. Starting wages are fair and there are quick raises. Many other internal benefits such as training in new departments or processes and training in PIT (Powered Industrial Trucks). Associates, for the most part, are friendly to each other. Bathrooms are clean. Generally the Operations Manager holds an all hands meeting once a month and they generally do a good job engaging the employees. Peak times Amazon tries to create an atmosphere of fun and games. They also raffle off many great prizes during Peak times. Amazon has a very good program offering company stocks to full time employees. Each year around February, Amazon offers employees to quit with a severance pay that pays into the thousands depending on the number of ""peaks"" you successfully worked through."," Sep 15, 2018",3.0
97,pay can be more but who knows,growth is very likely within this company," Sep 5, 2018",5.0
98,"Not a friendly environment and no welcome (besides orientation) for new employees. Once you're hired, you're on your own. AWS, although huge, still runs like a startup, with lots of chaos and few established, reliable processes. And there are some key senior people with limited experience and don't know what they don't know.","Nice people, genuine effort to put substance over style, supportive colleagues, true customer obsession, passion for ideas and innovation, sense of mission, visionary leadership"," Sep 5, 2018",5.0
99,i didnt find any difficulties,Excellent place to work and friendly environment.," Sep 6, 2018",5.0
